pet_id,name,species,breed,date,risk_score,health_alert_level,food_amount,is_food_anomaly,sleep_hours,is_sleep_anomaly,weight_kg,is_weight_anomaly,meow_count,is_meow_anomaly,note_text,note_is_stressful,note_is_illness_related
pet013,Adam,dog,British Shorthair,2025-02-15,1,Vàng (Theo dõi),290.0,false,17.5,true,6.5,false,8,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-15,1,Vàng (Theo dõi),287.0,false,16.6,true,5.6,false,10,false,,false,false
pet009,Justin,cat,Persian,2025-02-15,1,Vàng (Theo dõi),289.0,true,14.3,false,4.0,false,7,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-15,1,Vàng (Theo dõi),277.0,true,16.5,false,2.6,false,2,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-15,1,Vàng (Theo dõi),278.0,true,14.6,false,5.5,false,10,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-14,3,Cam (Cảnh báo),170.0,false,16.2,true,4.2,true,3,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-14,3,Cam (Cảnh báo),247.0,false,16.7,true,3.7,true,0,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-14,3,Cam (Cảnh báo),292.0,false,16.2,true,4.3,true,5,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-14,3,Cam (Cảnh báo),297.0,false,17.2,true,2.6,true,8,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-14,2,Vàng (Theo dõi),150.0,false,15.3,false,4.3,true,7,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-14,2,Vàng (Theo dõi),185.0,false,12.8,false,2.8,true,4,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-14,2,Vàng (Theo dõi),251.0,false,15.3,false,4.8,true,1,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-14,2,Vàng (Theo dõi),151.0,false,13.1,false,2.5,true,3,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-14,2,Vàng (Theo dõi),210.0,false,12.4,false,4.1,true,6,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-14,1,Vàng (Theo dõi),246.0,false,16.8,true,6.1,false,1,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-14,1,Vàng (Theo dõi),175.0,false,17.2,true,6.3,false,3,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-14,1,Vàng (Theo dõi),271.0,true,15.8,false,4.1,false,5,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-14,1,Vàng (Theo dõi),270.0,true,15.0,false,5.9,false,2,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-14,1,Vàng (Theo dõi),296.0,true,14.5,false,5.3,false,8,false,,false,false
pet018,Amy,cat,Bengal,2025-02-14,1,Vàng (Theo dõi),276.0,true,15.6,false,3.3,false,6,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-13,3,Cam (Cảnh báo),291.0,false,16.1,true,4.9,true,9,false,,false,false
pet009,Justin,cat,Persian,2025-02-13,3,Cam (Cảnh báo),284.0,true,15.7,false,6.3,true,10,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-13,2,Vàng (Theo dõi),157.0,false,15.7,false,3.0,true,7,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-13,2,Vàng (Theo dõi),151.0,false,15.7,false,3.1,true,0,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-13,2,Vàng (Theo dõi),268.0,false,12.8,false,3.2,true,8,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-13,2,Vàng (Theo dõi),158.0,false,13.7,false,2.5,true,5,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-13,2,Vàng (Theo dõi),255.0,false,15.3,false,3.4,true,4,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-13,2,Vàng (Theo dõi),298.0,false,12.5,false,3.8,true,3,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-13,2,Vàng (Theo dõi),269.0,false,12.1,false,4.5,true,6,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-13,2,Vàng (Theo dõi),170.0,false,16.9,false,6.4,true,5,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-13,1,Vàng (Theo dõi),203.0,false,17.6,true,5.5,false,8,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-13,1,Vàng (Theo dõi),290.0,true,12.1,false,4.9,false,1,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-13,1,Vàng (Theo dõi),273.0,true,14.6,false,4.9,false,9,false,,false,false
pet005,Michael,cat,Persian,2025-02-13,1,Vàng (Theo dõi),289.0,true,16.7,false,5.6,false,3,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-13,1,Vàng (Theo dõi),244.0,true,13.4,false,3.7,false,6,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-13,1,Vàng (Theo dõi),299.0,true,17.4,false,3.1,false,1,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-13,1,Vàng (Theo dõi),299.0,true,12.3,false,5.7,false,5,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-12,3,Cam (Cảnh báo),243.0,false,18.0,true,2.9,true,1,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-12,2,Vàng (Theo dõi),241.0,false,15.4,false,3.8,true,6,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-12,2,Vàng (Theo dõi),225.0,false,14.5,false,3.9,true,8,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-12,2,Vàng (Theo dõi),219.0,false,15.8,false,2.8,true,1,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-12,2,Vàng (Theo dõi),180.0,false,14.8,false,3.7,true,9,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-12,2,Vàng (Theo dõi),246.0,false,14.5,false,3.5,true,3,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-12,2,Vàng (Theo dõi),279.0,false,16.0,false,4.8,true,0,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-12,2,Vàng (Theo dõi),277.0,false,12.4,false,2.6,true,8,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-12,2,Vàng (Theo dõi),200.0,false,13.1,false,6.1,true,3,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-12,1,Vàng (Theo dõi),279.0,true,14.8,false,5.7,false,8,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-12,1,Vàng (Theo dõi),254.0,true,13.9,false,4.8,false,1,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-12,1,Vàng (Theo dõi),285.0,true,17.4,false,5.7,false,6,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-12,1,Vàng (Theo dõi),285.0,true,13.2,false,4.9,false,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-11,3,Cam (Cảnh báo),256.0,false,17.6,true,3.4,true,3,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-11,3,Cam (Cảnh báo),216.0,false,17.3,true,3.8,true,7,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-11,2,Vàng (Theo dõi),284.0,false,15.9,false,3.2,true,9,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-11,2,Vàng (Theo dõi),255.0,false,15.2,false,3.8,true,2,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-11,2,Vàng (Theo dõi),246.0,false,13.8,false,4.4,true,5,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-11,2,Vàng (Theo dõi),237.0,false,12.1,false,6.3,true,5,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-11,1,Vàng (Theo dõi),162.0,false,16.6,true,6.0,false,3,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-11,1,Vàng (Theo dõi),228.0,false,17.6,true,5.1,false,1,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-11,1,Vàng (Theo dõi),253.0,true,17.9,false,4.5,false,6,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-11,1,Vàng (Theo dõi),283.0,true,14.5,false,5.5,false,10,false,,false,false
pet009,Justin,cat,Persian,2025-02-11,1,Vàng (Theo dõi),297.0,true,16.3,false,4.8,false,10,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-11,1,Vàng (Theo dõi),300.0,true,13.0,false,4.3,false,7,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-10,3,Cam (Cảnh báo),181.0,false,17.7,true,4.1,true,0,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-10,3,Cam (Cảnh báo),278.0,false,17.7,true,3.4,true,7,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-10,3,Cam (Cảnh báo),202.0,false,17.2,true,3.2,true,10,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-10,3,Cam (Cảnh báo),288.0,false,16.3,true,3.3,true,9,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-10,2,Vàng (Theo dõi),284.0,false,12.0,false,3.9,true,4,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-10,2,Vàng (Theo dõi),260.0,false,15.8,false,2.7,true,8,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-10,2,Vàng (Theo dõi),225.0,false,14.7,false,3.3,true,5,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-10,2,Vàng (Theo dõi),264.0,false,12.3,false,2.6,true,7,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-10,2,Vàng (Theo dõi),228.0,false,14.4,false,3.2,true,6,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-10,2,Vàng (Theo dõi),273.0,false,15.2,false,4.8,true,2,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-10,1,Vàng (Theo dõi),212.0,false,17.0,true,5.2,false,2,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-10,1,Vàng (Theo dõi),265.0,false,16.9,true,6.1,false,8,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-09,3,Cam (Cảnh báo),273.0,false,17.9,true,3.3,true,10,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-09,3,Cam (Cảnh báo),289.0,false,16.2,true,4.1,true,5,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-09,3,Cam (Cảnh báo),260.0,true,15.3,false,6.2,true,5,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-09,2,Vàng (Theo dõi),264.0,false,15.0,false,3.3,true,9,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-09,2,Vàng (Theo dõi),246.0,false,12.3,false,4.9,true,2,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-09,2,Vàng (Theo dõi),247.0,false,12.0,false,4.3,true,6,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-09,2,Vàng (Theo dõi),182.0,false,12.5,false,4.1,true,2,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-09,2,Vàng (Theo dõi),228.0,false,12.1,false,4.8,true,2,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-09,2,Vàng (Theo dõi),175.0,false,12.9,false,3.1,true,10,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-09,2,Vàng (Theo dõi),289.0,false,14.8,false,2.5,true,1,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-09,1,Vàng (Theo dõi),241.0,false,17.0,true,6.4,false,5,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-09,1,Vàng (Theo dõi),210.0,false,16.1,true,6.5,false,0,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-09,1,Vàng (Theo dõi),208.0,false,16.3,true,6.2,false,1,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-09,1,Vàng (Theo dõi),218.0,false,17.7,true,6.4,false,1,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-09,1,Vàng (Theo dõi),174.0,false,17.0,true,5.1,false,8,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-09,1,Vàng (Theo dõi),287.0,true,14.0,false,5.6,false,10,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-09,1,Vàng (Theo dõi),246.0,true,14.1,false,5.9,false,1,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-09,1,Vàng (Theo dõi),278.0,true,12.4,false,4.4,false,7,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-09,1,Vàng (Theo dõi),270.0,true,13.6,false,4.8,false,2,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-08,3,Cam (Cảnh báo),163.0,false,16.7,true,3.3,true,9,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-08,3,Cam (Cảnh báo),249.0,false,16.7,true,3.5,true,4,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-08,3,Cam (Cảnh báo),205.0,false,16.9,true,4.8,true,8,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-08,3,Cam (Cảnh báo),256.0,false,17.5,true,4.7,true,8,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-08,2,Vàng (Theo dõi),154.0,false,15.3,false,3.8,true,8,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-08,2,Vàng (Theo dõi),198.0,false,12.9,false,4.0,true,0,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-08,2,Vàng (Theo dõi),157.0,false,15.0,false,3.1,true,2,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-08,2,Vàng (Theo dõi),154.0,false,12.5,false,3.3,true,6,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-08,1,Vàng (Theo dõi),271.0,false,17.3,true,5.9,false,5,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-08,1,Vàng (Theo dõi),276.0,true,16.2,false,5.9,false,0,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-08,1,Vàng (Theo dõi),250.0,true,14.6,false,5.8,false,4,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-07,3,Cam (Cảnh báo),290.0,false,17.6,true,4.1,true,5,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-07,3,Cam (Cảnh báo),169.0,false,16.9,true,3.0,true,6,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-07,2,Vàng (Theo dõi),274.0,false,14.9,false,2.6,true,8,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-07,2,Vàng (Theo dõi),299.0,false,12.2,false,3.9,true,1,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-07,2,Vàng (Theo dõi),263.0,false,13.4,false,4.4,true,2,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-07,2,Vàng (Theo dõi),165.0,false,14.2,false,2.9,true,2,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-07,2,Vàng (Theo dõi),237.0,false,13.2,false,2.5,true,2,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-07,2,Vàng (Theo dõi),183.0,false,15.8,false,2.8,true,3,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-07,2,Vàng (Theo dõi),178.0,false,15.6,false,3.7,true,6,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-07,2,Vàng (Theo dõi),201.0,false,15.3,false,6.2,true,2,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-07,1,Vàng (Theo dõi),269.0,false,16.7,true,6.3,false,6,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-07,1,Vàng (Theo dõi),185.0,false,17.1,true,6.2,false,2,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-07,1,Vàng (Theo dõi),285.0,false,16.7,true,5.1,false,0,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-07,1,Vàng (Theo dõi),261.0,true,15.7,false,4.1,false,7,false,,false,false
pet009,Justin,cat,Persian,2025-02-07,1,Vàng (Theo dõi),246.0,true,13.4,false,3.8,false,10,false,,false,false
pet018,Amy,cat,Bengal,2025-02-07,1,Vàng (Theo dõi),267.0,true,13.9,false,5.2,false,3,false,,false,false
pet018,Amy,cat,Bengal,2025-02-07,1,Vàng (Theo dõi),258.0,true,12.6,false,3.7,false,6,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-07,1,Vàng (Theo dõi),295.0,true,14.8,false,3.3,false,7,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-06,3,Cam (Cảnh báo),273.0,false,17.1,true,4.5,true,7,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-06,3,Cam (Cảnh báo),291.0,true,16.8,false,6.1,true,7,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-06,3,Cam (Cảnh báo),286.0,true,13.4,false,6.4,true,7,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-06,2,Vàng (Theo dõi),191.0,false,15.6,false,4.3,true,0,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-06,2,Vàng (Theo dõi),161.0,false,15.9,false,4.8,true,7,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-06,2,Vàng (Theo dõi),262.0,false,12.6,false,3.0,true,8,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-06,2,Vàng (Theo dõi),177.0,false,12.7,false,4.6,true,2,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-06,2,Vàng (Theo dõi),167.0,false,15.4,false,4.2,true,1,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-06,2,Vàng (Theo dõi),233.0,false,12.6,false,4.9,true,0,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-06,2,Vàng (Theo dõi),284.0,false,12.1,false,4.8,true,6,false,,false,false
pet009,Justin,cat,Persian,2025-02-06,2,Vàng (Theo dõi),164.0,false,15.7,false,6.2,true,9,false,,false,false
pet018,Amy,cat,Bengal,2025-02-06,2,Vàng (Theo dõi),225.0,false,13.5,false,6.4,true,3,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-06,2,Vàng (Theo dõi),199.0,false,16.9,false,6.2,true,10,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-06,1,Vàng (Theo dõi),209.0,false,16.2,true,6.4,false,2,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-06,1,Vàng (Theo dõi),235.0,false,16.5,true,5.2,false,9,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-06,1,Vàng (Theo dõi),279.0,true,13.9,false,5.6,false,0,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-06,1,Vàng (Theo dõi),271.0,true,14.3,false,5.3,false,5,false,,false,false
pet005,Michael,cat,Persian,2025-02-06,1,Vàng (Theo dõi),287.0,true,12.6,false,3.1,false,4,false,,false,false
pet009,Justin,cat,Persian,2025-02-06,1,Vàng (Theo dõi),241.0,true,12.6,false,5.4,false,5,false,,false,false
pet009,Justin,cat,Persian,2025-02-06,1,Vàng (Theo dõi),293.0,true,13.8,false,4.9,false,8,false,,false,false
pet009,Justin,cat,Persian,2025-02-06,1,Vàng (Theo dõi),279.0,true,13.1,false,3.8,false,10,false,,false,false
pet009,Justin,cat,Persian,2025-02-06,1,Vàng (Theo dõi),276.0,true,13.7,false,3.9,false,4,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-06,1,Vàng (Theo dõi),278.0,true,13.4,false,3.5,false,3,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-06,1,Vàng (Theo dõi),297.0,true,13.5,false,3.0,false,1,false,,false,false
pet018,Amy,cat,Bengal,2025-02-06,1,Vàng (Theo dõi),288.0,true,15.8,false,3.0,false,8,false,,false,false
pet018,Amy,cat,Bengal,2025-02-06,1,Vàng (Theo dõi),280.0,true,13.1,false,5.4,false,8,false,,false,false
pet018,Amy,cat,Bengal,2025-02-06,1,Vàng (Theo dõi),255.0,true,13.3,false,2.9,false,9,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-05,3,Cam (Cảnh báo),204.0,false,17.7,true,3.0,true,5,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-05,3,Cam (Cảnh báo),297.0,false,17.0,true,2.5,true,0,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-05,3,Cam (Cảnh báo),220.0,false,16.9,true,3.7,true,7,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-05,3,Cam (Cảnh báo),175.0,false,17.5,true,2.6,true,10,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-05,3,Cam (Cảnh báo),166.0,false,17.1,true,3.3,true,9,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-05,2,Vàng (Theo dõi),174.0,false,15.9,false,3.4,true,6,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-05,2,Vàng (Theo dõi),253.0,false,14.1,false,4.5,true,4,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-05,2,Vàng (Theo dõi),159.0,false,14.2,false,3.3,true,6,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-05,2,Vàng (Theo dõi),237.0,false,12.6,false,3.2,true,6,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-05,2,Vàng (Theo dõi),166.0,false,14.2,false,3.3,true,5,false,,false,false
pet015,Jose,dog,Munchkin,2025-02-05,2,Vàng (Theo dõi),173.0,false,12.1,false,4.6,true,6,false,,false,false
pet005,Michael,cat,Persian,2025-02-05,2,Vàng (Theo dõi),190.0,false,13.8,false,6.3,true,7,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-05,1,Vàng (Theo dõi),182.0,false,17.5,true,5.8,false,5,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-05,1,Vàng (Theo dõi),173.0,false,16.3,true,5.4,false,4,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-05,1,Vàng (Theo dõi),220.0,false,16.2,true,5.8,false,10,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-05,1,Vàng (Theo dõi),285.0,true,16.3,false,3.9,false,2,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-05,1,Vàng (Theo dõi),263.0,true,12.8,false,3.8,false,8,false,,false,false
pet005,Michael,cat,Persian,2025-02-05,1,Vàng (Theo dõi),251.0,true,12.1,false,4.2,false,9,false,,false,false
pet009,Justin,cat,Persian,2025-02-05,1,Vàng (Theo dõi),267.0,true,16.4,false,2.6,false,8,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-05,1,Vàng (Theo dõi),273.0,true,12.6,false,6.0,false,5,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-05,1,Vàng (Theo dõi),245.0,true,15.5,false,3.1,false,10,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-04,3,Cam (Cảnh báo),228.0,false,17.3,true,4.8,true,1,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-04,3,Cam (Cảnh báo),207.0,false,17.1,true,4.8,true,5,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-04,3,Cam (Cảnh báo),237.0,false,17.4,true,3.7,true,4,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-04,2,Vàng (Theo dõi),204.0,false,14.9,false,4.5,true,2,false,,false,false
pet003,Angelica,dog,Siamese,2025-02-04,2,Vàng (Theo dõi),276.0,false,12.1,false,3.8,true,6,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-04,2,Vàng (Theo dõi),295.0,false,12.9,false,2.8,true,10,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-04,2,Vàng (Theo dõi),179.0,false,14.6,false,2.5,true,4,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-04,2,Vàng (Theo dõi),295.0,false,14.7,false,4.4,true,6,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-04,2,Vàng (Theo dõi),248.0,false,12.6,false,3.8,true,0,false,,false,false
pet001,Charlene,dog,Siamese,2025-02-04,1,Vàng (Theo dõi),227.0,false,17.0,true,5.8,false,10,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-04,1,Vàng (Theo dõi),192.0,false,17.3,true,5.4,false,5,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-04,1,Vàng (Theo dõi),224.0,false,16.3,true,5.5,false,4,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-04,1,Vàng (Theo dõi),244.0,true,12.4,false,3.1,false,7,false,,false,false
pet005,Michael,cat,Persian,2025-02-04,1,Vàng (Theo dõi),273.0,true,16.2,false,5.2,false,0,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-04,1,Vàng (Theo dõi),279.0,true,13.9,false,3.6,false,10,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-03,3,Cam (Cảnh báo),252.0,false,17.3,true,4.9,true,9,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-03,3,Cam (Cảnh báo),291.0,true,13.0,false,6.5,true,2,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-03,2,Vàng (Theo dõi),255.0,false,12.9,false,2.9,true,7,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-03,2,Vàng (Theo dõi),155.0,false,13.9,false,3.9,true,5,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-03,2,Vàng (Theo dõi),288.0,false,15.5,false,3.9,true,6,false,,false,false
pet014,Kent,dog,Munchkin,2025-02-03,2,Vàng (Theo dõi),257.0,false,13.9,false,4.3,true,1,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-03,2,Vàng (Theo dõi),203.0,false,15.0,false,6.2,true,4,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-03,1,Vàng (Theo dõi),260.0,false,17.1,true,5.0,false,0,false,,false,false
pet012,Jessica,dog,Bengal,2025-02-03,1,Vàng (Theo dõi),192.0,false,17.1,true,6.3,false,7,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-03,1,Vàng (Theo dõi),241.0,true,12.9,false,4.4,false,9,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-03,1,Vàng (Theo dõi),300.0,true,13.3,false,2.7,false,1,false,,false,false
pet004,Oscar,cat,Bengal,2025-02-03,1,Vàng (Theo dõi),252.0,true,16.5,false,3.7,false,0,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-02-03,1,Vàng (Theo dõi),249.0,true,14.6,false,5.9,false,9,false,,false,false
pet009,Justin,cat,Persian,2025-02-03,1,Vàng (Theo dõi),285.0,true,15.0,false,2.9,false,10,false,,false,false
pet016,Mark,cat,British Shorthair,2025-02-03,1,Vàng (Theo dõi),292.0,true,17.5,false,4.3,false,6,false,,false,false
pet017,Tracy,cat,Siamese,2025-02-03,1,Vàng (Theo dõi),256.0,true,16.5,false,3.8,false,9,false,,false,false
pet018,Amy,cat,Bengal,2025-02-03,1,Vàng (Theo dõi),247.0,true,13.9,false,5.5,false,10,false,,false,false
pet019,Mark,cat,Munchkin,2025-02-03,1,Vàng (Theo dõi),256.0,true,13.2,false,3.3,false,8,false,,false,false
pet020,Veronica,cat,Munchkin,2025-02-03,1,Vàng (Theo dõi),270.0,true,12.5,false,4.5,false,7,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-02,3,Cam (Cảnh báo),253.0,true,16.1,false,6.3,true,6,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-02,2,Vàng (Theo dõi),270.0,false,13.9,false,4.3,true,10,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-02,2,Vàng (Theo dõi),210.0,false,13.0,false,3.3,true,6,false,,false,false
pet006,Sandra,dog,Siamese,2025-02-02,2,Vàng (Theo dõi),174.0,false,15.7,false,3.3,true,8,false,,false,false
pet007,Nicholas,dog,Persian,2025-02-02,2,Vàng (Theo dõi),277.0,false,15.8,false,3.3,true,10,false,,false,false
pet010,Chris,dog,British Shorthair,2025-02-02,2,Vàng (Theo dõi),245.0,false,13.1,false,3.8,true,0,false,,false,false
pet011,Lisa,dog,Siamese,2025-02-02,2,Vàng (Theo dõi),267.0,false,14.9,false,3.3,true,1,false,,false,false
pet013,Adam,dog,British Shorthair,2025-02-02,2,Vàng (Theo dõi),217.0,false,15.4,false,4.1,true,3,false,,false,false
pet002,Steven,cat,Munchkin,2025-02-02,2,Vàng (Theo dõi),220.0,false,13.8,false,6.1,true,2,false,,false,false
