pet_id,date,food_amount,sleep_hours,meow_count,weight_kg,name,species,breed,gender,birth_year
pet019,2024-10-11,207,13.3,6,4.0,Mark,cat,Munchkin,female,2020
pet017,2025-02-23,255,13.5,3,4.3,Tracy,cat,Siamese,male,2017
pet006,2025-02-02,276,17.7,2,5.4,Sandra,dog,Siamese,female,2022
pet012,2025-03-17,262,17.0,6,6.3,Jessica,dog,Bengal,male,2019
pet015,2024-10-25,219,12.5,1,4.4,Jose,dog,Munchkin,female,2016
pet018,2024-10-08,293,12.1,5,4.4,Amy,cat,Bengal,female,2016
pet004,2025-05-10,162,13.6,10,5.2,Oscar,cat,Bengal,female,2019
pet010,2025-02-23,225,14.5,3,6.1,Chris,dog,British Shorthair,male,2021
pet015,2025-05-23,228,17.1,10,2.8,Jose,dog,Munchkin,female,2016
pet019,2024-07-30,268,16.0,5,6.0,Mark,cat,Munchkin,female,2020
pet011,2024-09-02,264,16.2,6,6.2,Lisa,dog,Siamese,female,2020
pet019,2025-01-18,161,13.6,3,6.3,Mark,cat,Munchkin,female,2020
pet010,2025-05-23,290,12.5,9,5.0,Chris,dog,British Shorthair,male,2021
pet010,2024-09-28,294,14.7,4,4.5,Chris,dog,British Shorthair,male,2021
pet008,2025-02-17,207,13.7,3,5.7,Jessica,cat,British Shorthair,female,2022
pet008,2025-07-02,287,16.7,9,4.3,Jessica,cat,British Shorthair,female,2022
pet018,2024-08-15,179,12.1,8,5.7,Amy,cat,Bengal,female,2016
pet020,2025-03-28,203,16.7,2,6.3,Veronica,cat,Munchkin,male,2022
pet016,2024-11-10,160,15.9,1,5.7,Mark,cat,British Shorthair,male,2019
pet007,2024-09-30,203,17.9,10,4.0,Nicholas,dog,Persian,female,2018
pet017,2024-09-12,297,13.5,9,5.6,Tracy,cat,Siamese,male,2017
pet016,2025-02-17,234,18.0,8,4.8,Mark,cat,British Shorthair,male,2019
pet010,2025-06-16,184,12.3,6,5.5,Chris,dog,British Shorthair,male,2021
pet010,2024-07-12,223,12.9,7,4.5,Chris,dog,British Shorthair,male,2021
pet019,2025-01-16,285,13.0,4,3.0,Mark,cat,Munchkin,female,2020
pet019,2024-08-07,173,12.6,2,4.8,Mark,cat,Munchkin,female,2020
pet009,2025-02-18,255,14.7,2,3.4,Justin,cat,Persian,male,2015
pet018,2024-10-11,177,15.5,10,5.5,Amy,cat,Bengal,female,2016
pet005,2025-03-05,300,14.0,1,4.9,Michael,cat,Persian,female,2018
pet004,2025-03-19,232,16.1,6,5.3,Oscar,cat,Bengal,female,2019
pet018,2025-04-01,238,15.2,5,3.7,Amy,cat,Bengal,female,2016
pet013,2025-04-29,297,15.2,7,2.6,Adam,dog,British Shorthair,male,2018
pet010,2024-12-01,173,13.5,9,6.3,Chris,dog,British Shorthair,male,2021
pet019,2025-02-02,181,17.5,6,6.1,Mark,cat,Munchkin,female,2020
pet005,2024-09-27,155,15.3,8,5.7,Michael,cat,Persian,female,2018
pet014,2024-09-10,197,16.6,2,2.8,Kent,dog,Munchkin,female,2016
pet011,2025-03-19,232,15.2,5,5.3,Lisa,dog,Siamese,female,2020
pet009,2024-10-09,225,17.3,0,3.0,Justin,cat,Persian,male,2015
pet018,2024-10-31,152,16.1,8,5.0,Amy,cat,Bengal,female,2016
pet015,2025-01-21,162,13.8,5,4.0,Jose,dog,Munchkin,female,2016
pet012,2025-01-11,215,13.2,0,5.8,Jessica,dog,Bengal,male,2019
pet016,2024-07-31,246,15.5,2,5.0,Mark,cat,British Shorthair,male,2019
pet018,2025-04-29,239,17.8,8,3.4,Amy,cat,Bengal,female,2016
pet001,2025-06-01,281,14.8,4,3.0,Charlene,dog,Siamese,female,2022
pet001,2025-06-16,261,14.5,8,5.3,Charlene,dog,Siamese,female,2022
pet015,2025-01-06,242,13.8,3,5.7,Jose,dog,Munchkin,female,2016
pet018,2024-10-09,188,15.5,5,5.0,Amy,cat,Bengal,female,2016
pet016,2024-10-16,246,15.9,1,4.0,Mark,cat,British Shorthair,male,2019
pet002,2024-11-11,247,16.9,9,6.0,Steven,cat,Munchkin,male,2022
pet001,2025-02-11,255,15.2,2,3.8,Charlene,dog,Siamese,female,2022
pet013,2025-01-03,214,16.0,7,6.2,Adam,dog,British Shorthair,male,2018
pet012,2024-08-20,247,13.3,8,4.6,Jessica,dog,Bengal,male,2019
pet005,2024-12-20,155,15.2,4,4.2,Michael,cat,Persian,female,2018
pet006,2024-08-17,188,13.4,0,4.6,Sandra,dog,Siamese,female,2022
pet012,2025-06-03,257,12.6,4,6.1,Jessica,dog,Bengal,male,2019
pet019,2025-03-25,253,17.6,9,4.0,Mark,cat,Munchkin,female,2020
pet003,2024-09-16,246,12.7,5,6.0,Angelica,dog,Siamese,male,2020
pet005,2024-08-18,278,17.7,5,6.2,Michael,cat,Persian,female,2018
pet011,2024-07-22,292,13.8,2,4.6,Lisa,dog,Siamese,female,2020
pet005,2025-06-11,294,12.4,4,3.0,Michael,cat,Persian,female,2018
pet006,2024-09-19,190,12.8,2,3.7,Sandra,dog,Siamese,female,2022
pet019,2025-02-08,276,16.2,0,5.9,Mark,cat,Munchkin,female,2020
pet011,2025-01-27,194,12.6,8,5.9,Lisa,dog,Siamese,female,2020
pet011,2024-11-29,294,16.2,4,4.4,Lisa,dog,Siamese,female,2020
pet020,2025-01-14,205,16.2,5,5.1,Veronica,cat,Munchkin,male,2022
pet019,2025-02-24,182,12.1,2,2.7,Mark,cat,Munchkin,female,2020
pet011,2024-08-23,227,17.7,0,3.9,Lisa,dog,Siamese,female,2020
pet010,2024-09-17,226,14.4,9,3.0,Chris,dog,British Shorthair,male,2021
pet005,2024-09-01,240,16.9,10,5.8,Michael,cat,Persian,female,2018
pet013,2024-07-05,270,12.8,6,3.4,Adam,dog,British Shorthair,male,2018
pet004,2024-08-05,197,17.8,4,3.7,Oscar,cat,Bengal,female,2019
pet016,2024-10-01,201,13.0,8,5.7,Mark,cat,British Shorthair,male,2019
pet003,2024-10-14,268,16.0,10,5.4,Angelica,dog,Siamese,male,2020
pet020,2025-03-12,250,17.7,3,4.2,Veronica,cat,Munchkin,male,2022
pet018,2024-07-14,288,15.5,6,5.7,Amy,cat,Bengal,female,2016
pet013,2024-11-24,249,13.3,1,5.0,Adam,dog,British Shorthair,male,2018
pet019,2025-04-07,299,12.3,3,4.6,Mark,cat,Munchkin,female,2020
pet011,2024-07-09,189,17.3,1,4.5,Lisa,dog,Siamese,female,2020
pet010,2025-04-10,211,12.2,3,4.1,Chris,dog,British Shorthair,male,2021
pet017,2024-10-31,172,17.0,9,5.2,Tracy,cat,Siamese,male,2017
pet001,2025-02-07,299,12.2,1,3.9,Charlene,dog,Siamese,female,2022
pet019,2024-12-01,280,15.4,7,4.0,Mark,cat,Munchkin,female,2020
pet017,2025-02-27,202,12.9,3,3.3,Tracy,cat,Siamese,male,2017
pet015,2025-05-05,293,12.4,5,4.8,Jose,dog,Munchkin,female,2016
pet010,2025-01-01,201,15.4,0,5.6,Chris,dog,British Shorthair,male,2021
pet004,2024-09-22,196,12.6,6,4.4,Oscar,cat,Bengal,female,2019
pet010,2025-02-11,228,17.6,1,5.1,Chris,dog,British Shorthair,male,2021
pet006,2025-04-07,179,13.4,5,5.5,Sandra,dog,Siamese,female,2022
pet017,2025-03-03,190,13.1,7,3.2,Tracy,cat,Siamese,male,2017
pet020,2025-03-07,185,14.8,1,4.9,Veronica,cat,Munchkin,male,2022
pet011,2025-03-12,236,12.8,4,2.9,Lisa,dog,Siamese,female,2020
pet008,2025-01-31,296,15.4,4,3.9,Jessica,cat,British Shorthair,female,2022
pet010,2024-07-26,229,17.6,8,2.7,Chris,dog,British Shorthair,male,2021
pet017,2024-07-19,158,12.9,6,3.7,Tracy,cat,Siamese,male,2017
pet002,2025-04-15,199,13.3,4,6.0,Steven,cat,Munchkin,male,2022
pet019,2024-10-09,220,15.2,2,5.8,Mark,cat,Munchkin,female,2020
pet004,2025-04-22,297,15.6,10,4.5,Oscar,cat,Bengal,female,2019
pet001,2025-03-03,151,16.7,9,5.5,Charlene,dog,Siamese,female,2022
pet008,2025-05-02,280,14.1,4,3.0,Jessica,cat,British Shorthair,female,2022
pet005,2024-07-10,159,17.0,3,6.4,Michael,cat,Persian,female,2018
pet014,2025-04-23,155,12.4,6,4.6,Kent,dog,Munchkin,female,2016
pet018,2024-07-15,295,17.3,3,4.0,Amy,cat,Bengal,female,2016
pet001,2024-10-04,293,14.0,4,6.4,Charlene,dog,Siamese,female,2022
pet003,2024-10-24,276,15.6,2,4.5,Angelica,dog,Siamese,male,2020
pet001,2025-01-12,298,13.2,6,3.7,Charlene,dog,Siamese,female,2022
pet015,2025-03-29,235,14.3,3,5.6,Jose,dog,Munchkin,female,2016
pet009,2024-10-10,189,12.5,3,5.1,Justin,cat,Persian,male,2015
pet008,2025-05-26,217,13.6,10,5.1,Jessica,cat,British Shorthair,female,2022
pet014,2025-05-13,256,16.1,8,4.2,Kent,dog,Munchkin,female,2016
pet010,2025-06-03,184,12.3,6,4.1,Chris,dog,British Shorthair,male,2021
pet003,2024-08-23,204,15.6,7,4.3,Angelica,dog,Siamese,male,2020
pet012,2025-02-01,189,14.6,3,4.6,Jessica,dog,Bengal,male,2019
pet018,2024-12-14,258,15.9,2,5.8,Amy,cat,Bengal,female,2016
pet008,2024-09-02,249,13.1,9,4.9,Jessica,cat,British Shorthair,female,2022
pet020,2025-01-05,200,17.6,3,6.3,Veronica,cat,Munchkin,male,2022
pet006,2025-01-28,177,12.5,7,3.9,Sandra,dog,Siamese,female,2022
pet001,2024-09-29,171,13.5,3,4.9,Charlene,dog,Siamese,female,2022
pet008,2024-09-23,256,17.9,8,3.3,Jessica,cat,British Shorthair,female,2022
pet002,2025-05-13,298,16.4,2,3.1,Steven,cat,Munchkin,male,2022
pet013,2024-09-24,162,12.9,9,3.3,Adam,dog,British Shorthair,male,2018
pet009,2024-12-24,180,18.0,10,3.5,Justin,cat,Persian,male,2015
pet016,2025-06-20,155,15.9,8,5.5,Mark,cat,British Shorthair,male,2019
pet005,2025-01-02,184,16.6,7,3.6,Michael,cat,Persian,female,2018
pet001,2024-08-13,199,15.0,9,6.0,Charlene,dog,Siamese,female,2022
pet013,2024-07-27,291,14.1,4,4.3,Adam,dog,British Shorthair,male,2018
pet006,2025-03-09,294,13.0,6,6.3,Sandra,dog,Siamese,female,2022
pet016,2025-02-20,293,15.2,7,2.8,Mark,cat,British Shorthair,male,2019
pet006,2025-06-05,264,16.5,8,5.4,Sandra,dog,Siamese,female,2022
pet007,2024-11-21,208,15.7,10,4.4,Nicholas,dog,Persian,female,2018
pet011,2024-11-25,204,16.1,9,5.2,Lisa,dog,Siamese,female,2020
pet011,2025-02-08,249,16.7,4,3.5,Lisa,dog,Siamese,female,2020
pet007,2025-02-19,179,15.2,6,2.8,Nicholas,dog,Persian,female,2018
pet003,2024-08-30,238,15.3,7,4.4,Angelica,dog,Siamese,male,2020
pet006,2025-01-05,271,13.2,5,6.1,Sandra,dog,Siamese,female,2022
pet008,2025-06-21,214,13.4,10,2.5,Jessica,cat,British Shorthair,female,2022
pet010,2025-03-03,189,16.2,3,3.2,Chris,dog,British Shorthair,male,2021
pet010,2025-02-15,196,15.3,2,5.6,Chris,dog,British Shorthair,male,2021
pet004,2024-08-12,245,16.1,1,3.5,Oscar,cat,Bengal,female,2019
pet002,2025-06-27,268,16.2,8,2.6,Steven,cat,Munchkin,male,2022
pet006,2025-01-11,227,15.2,7,5.9,Sandra,dog,Siamese,female,2022
pet013,2024-07-13,283,14.6,1,2.9,Adam,dog,British Shorthair,male,2018
pet002,2024-10-14,241,14.7,3,6.3,Steven,cat,Munchkin,male,2022
pet011,2024-10-16,176,17.2,2,3.8,Lisa,dog,Siamese,female,2020
pet004,2024-09-23,212,14.8,5,4.3,Oscar,cat,Bengal,female,2019
pet019,2024-08-24,168,16.4,3,4.6,Mark,cat,Munchkin,female,2020
pet012,2025-04-19,201,15.2,2,4.2,Jessica,dog,Bengal,male,2019
pet006,2025-05-07,253,15.6,1,3.7,Sandra,dog,Siamese,female,2022
pet008,2024-07-12,202,13.0,9,3.2,Jessica,cat,British Shorthair,female,2022
pet006,2024-07-13,190,17.2,9,5.6,Sandra,dog,Siamese,female,2022
pet004,2025-05-30,153,13.7,10,3.9,Oscar,cat,Bengal,female,2019
pet019,2025-06-18,282,17.2,7,5.0,Mark,cat,Munchkin,female,2020
pet020,2025-05-17,176,14.0,4,5.1,Veronica,cat,Munchkin,male,2022
pet012,2024-07-11,186,15.9,1,2.8,Jessica,dog,Bengal,male,2019
pet005,2025-01-08,293,12.3,9,4.9,Michael,cat,Persian,female,2018
pet007,2025-01-30,184,15.6,4,4.5,Nicholas,dog,Persian,female,2018
pet011,2024-10-29,168,12.3,8,4.1,Lisa,dog,Siamese,female,2020
pet007,2025-04-22,263,12.9,2,2.6,Nicholas,dog,Persian,female,2018
pet004,2025-01-27,275,14.3,4,4.1,Oscar,cat,Bengal,female,2019
pet003,2024-11-01,180,14.9,3,3.2,Angelica,dog,Siamese,male,2020
pet008,2025-01-13,195,17.2,0,5.9,Jessica,cat,British Shorthair,female,2022
pet013,2024-10-04,258,14.8,8,2.7,Adam,dog,British Shorthair,male,2018
pet016,2025-06-24,225,13.8,5,3.8,Mark,cat,British Shorthair,male,2019
pet003,2025-03-16,204,14.6,6,3.6,Angelica,dog,Siamese,male,2020
pet018,2024-12-30,242,17.5,1,3.7,Amy,cat,Bengal,female,2016
pet013,2025-06-21,171,16.6,9,5.8,Adam,dog,British Shorthair,male,2018
pet013,2025-03-01,202,13.5,5,5.2,Adam,dog,British Shorthair,male,2018
pet016,2024-09-18,187,13.6,10,4.1,Mark,cat,British Shorthair,male,2019
pet005,2024-10-29,280,13.7,1,6.5,Michael,cat,Persian,female,2018
pet017,2025-05-12,246,15.7,1,4.3,Tracy,cat,Siamese,male,2017
pet002,2024-09-01,215,15.3,6,6.4,Steven,cat,Munchkin,male,2022
pet011,2024-12-09,247,16.2,4,5.9,Lisa,dog,Siamese,female,2020
pet012,2025-05-20,293,12.4,5,5.2,Jessica,dog,Bengal,male,2019
pet007,2024-09-30,281,12.4,1,3.0,Nicholas,dog,Persian,female,2018
pet020,2025-04-18,235,12.1,10,2.8,Veronica,cat,Munchkin,male,2022
pet019,2024-11-22,279,12.8,10,2.8,Mark,cat,Munchkin,female,2020
pet013,2025-05-28,273,12.6,2,5.0,Adam,dog,British Shorthair,male,2018
pet003,2024-09-03,184,16.8,3,5.4,Angelica,dog,Siamese,male,2020
pet016,2024-08-27,228,17.4,3,6.0,Mark,cat,British Shorthair,male,2019
pet013,2024-10-05,189,15.4,0,5.9,Adam,dog,British Shorthair,male,2018
pet007,2025-05-10,167,17.0,2,5.3,Nicholas,dog,Persian,female,2018
pet009,2025-03-13,283,12.9,10,6.4,Justin,cat,Persian,male,2015
pet015,2024-12-06,170,13.6,10,6.1,Jose,dog,Munchkin,female,2016
pet017,2025-03-08,153,16.2,1,5.3,Tracy,cat,Siamese,male,2017
pet018,2025-03-17,276,13.6,10,3.5,Amy,cat,Bengal,female,2016
pet017,2025-02-03,206,16.7,8,4.4,Tracy,cat,Siamese,male,2017
pet012,2024-09-25,241,15.2,10,6.3,Jessica,dog,Bengal,male,2019
pet013,2025-06-17,220,13.0,3,3.3,Adam,dog,British Shorthair,male,2018
pet009,2024-10-15,242,14.8,10,5.2,Justin,cat,Persian,male,2015
pet013,2025-06-02,173,14.9,2,3.8,Adam,dog,British Shorthair,male,2018
pet011,2025-01-23,247,17.2,5,5.7,Lisa,dog,Siamese,female,2020
pet010,2024-08-27,257,17.4,6,5.0,Chris,dog,British Shorthair,male,2021
pet001,2024-10-28,170,17.3,9,3.3,Charlene,dog,Siamese,female,2022
pet016,2024-09-28,152,13.7,0,3.3,Mark,cat,British Shorthair,male,2019
pet003,2024-10-30,272,16.2,9,2.8,Angelica,dog,Siamese,male,2020
pet009,2024-07-25,252,14.8,5,4.4,Justin,cat,Persian,male,2015
pet015,2024-08-30,277,13.7,3,5.5,Jose,dog,Munchkin,female,2016
pet017,2024-08-02,175,13.9,7,5.4,Tracy,cat,Siamese,male,2017
pet009,2024-08-30,222,17.1,1,4.0,Justin,cat,Persian,male,2015
pet017,2025-04-11,261,14.9,0,4.8,Tracy,cat,Siamese,male,2017
pet018,2025-07-05,218,13.8,6,4.3,Amy,cat,Bengal,female,2016
pet013,2024-10-30,189,12.4,0,5.5,Adam,dog,British Shorthair,male,2018
pet015,2025-04-05,183,16.2,9,5.3,Jose,dog,Munchkin,female,2016
pet020,2025-06-26,239,16.8,9,4.1,Veronica,cat,Munchkin,male,2022
pet001,2025-04-03,206,12.0,5,2.9,Charlene,dog,Siamese,female,2022
pet008,2025-03-09,294,16.7,2,5.5,Jessica,cat,British Shorthair,female,2022
pet012,2024-11-07,196,15.4,8,5.2,Jessica,dog,Bengal,male,2019
pet019,2024-08-02,202,15.9,4,4.2,Mark,cat,Munchkin,female,2020
pet012,2025-03-01,170,17.5,0,4.3,Jessica,dog,Bengal,male,2019
pet013,2024-11-28,226,17.2,9,3.7,Adam,dog,British Shorthair,male,2018
pet004,2024-12-03,242,17.8,2,5.8,Oscar,cat,Bengal,female,2019
pet007,2024-11-28,214,18.0,3,6.4,Nicholas,dog,Persian,female,2018
pet004,2024-07-22,171,14.0,6,4.3,Oscar,cat,Bengal,female,2019
pet018,2024-07-22,195,12.3,9,6.4,Amy,cat,Bengal,female,2016
pet008,2024-11-08,233,13.8,2,3.6,Jessica,cat,British Shorthair,female,2022
pet013,2025-03-17,168,13.1,7,3.9,Adam,dog,British Shorthair,male,2018
pet010,2025-07-01,187,17.5,9,3.3,Chris,dog,British Shorthair,male,2021
pet008,2024-09-14,183,16.5,0,4.6,Jessica,cat,British Shorthair,female,2022
pet005,2024-12-28,204,12.8,0,3.8,Michael,cat,Persian,female,2018
pet017,2025-04-08,235,12.5,2,3.5,Tracy,cat,Siamese,male,2017
pet011,2025-05-03,237,17.5,8,4.9,Lisa,dog,Siamese,female,2020
pet005,2024-12-14,191,14.6,2,4.3,Michael,cat,Persian,female,2018
pet008,2025-05-17,209,12.0,4,5.0,Jessica,cat,British Shorthair,female,2022
pet014,2025-05-13,190,12.7,10,4.5,Kent,dog,Munchkin,female,2016
pet018,2024-12-17,261,17.6,6,3.6,Amy,cat,Bengal,female,2016
pet009,2025-02-26,167,16.4,5,4.4,Justin,cat,Persian,male,2015
pet007,2024-11-24,218,15.3,3,3.5,Nicholas,dog,Persian,female,2018
pet010,2025-02-16,175,17.5,4,5.8,Chris,dog,British Shorthair,male,2021
pet002,2024-07-25,184,16.5,4,4.9,Steven,cat,Munchkin,male,2022
pet014,2024-10-14,227,14.7,10,4.4,Kent,dog,Munchkin,female,2016
pet009,2024-10-08,224,13.2,10,2.9,Justin,cat,Persian,male,2015
pet011,2024-11-07,170,16.1,8,3.9,Lisa,dog,Siamese,female,2020
pet003,2025-01-30,293,12.5,2,5.3,Angelica,dog,Siamese,male,2020
pet015,2025-04-14,153,13.9,0,4.5,Jose,dog,Munchkin,female,2016
pet002,2025-06-22,171,12.3,1,4.7,Steven,cat,Munchkin,male,2022
pet014,2024-12-06,211,14.4,9,4.4,Kent,dog,Munchkin,female,2016
pet017,2024-12-21,186,15.1,10,4.6,Tracy,cat,Siamese,male,2017
pet001,2025-01-15,245,14.5,5,6.3,Charlene,dog,Siamese,female,2022
pet005,2024-08-07,223,17.5,0,3.9,Michael,cat,Persian,female,2018
pet019,2025-05-18,165,13.9,1,4.3,Mark,cat,Munchkin,female,2020
pet014,2025-04-23,175,16.1,3,4.6,Kent,dog,Munchkin,female,2016
pet001,2024-07-06,206,15.5,0,2.7,Charlene,dog,Siamese,female,2022
pet013,2025-06-22,207,16.8,0,5.9,Adam,dog,British Shorthair,male,2018
pet004,2025-03-06,183,13.0,7,5.8,Oscar,cat,Bengal,female,2019
pet014,2024-11-03,161,14.9,9,5.4,Kent,dog,Munchkin,female,2016
pet015,2025-02-06,260,12.2,0,5.9,Jose,dog,Munchkin,female,2016
pet004,2024-10-21,186,13.2,9,5.7,Oscar,cat,Bengal,female,2019
pet002,2025-05-08,300,14.9,9,5.6,Steven,cat,Munchkin,male,2022
pet007,2024-09-30,152,15.2,2,5.1,Nicholas,dog,Persian,female,2018
pet014,2024-11-09,205,16.8,3,4.6,Kent,dog,Munchkin,female,2016
pet006,2025-04-11,292,12.9,7,4.8,Sandra,dog,Siamese,female,2022
pet013,2025-01-29,247,16.0,4,6.2,Adam,dog,British Shorthair,male,2018
pet012,2024-08-27,235,13.3,7,5.7,Jessica,dog,Bengal,male,2019
pet006,2024-11-17,175,14.0,3,4.8,Sandra,dog,Siamese,female,2022
pet008,2024-12-12,158,17.8,10,3.9,Jessica,cat,British Shorthair,female,2022
pet003,2024-10-14,246,12.2,2,4.1,Angelica,dog,Siamese,male,2020
pet004,2024-07-19,258,14.8,3,2.6,Oscar,cat,Bengal,female,2019
pet007,2025-05-11,235,17.5,2,2.7,Nicholas,dog,Persian,female,2018
pet008,2024-07-26,295,15.9,10,5.5,Jessica,cat,British Shorthair,female,2022
pet012,2024-09-03,266,17.8,7,6.2,Jessica,dog,Bengal,male,2019
pet003,2025-04-19,234,15.9,6,5.3,Angelica,dog,Siamese,male,2020
pet016,2024-12-09,241,12.4,0,6.2,Mark,cat,British Shorthair,male,2019
pet019,2024-10-31,289,15.8,7,3.6,Mark,cat,Munchkin,female,2020
pet010,2025-06-05,181,16.5,10,3.4,Chris,dog,British Shorthair,male,2021
pet013,2024-12-12,220,16.3,1,6.2,Adam,dog,British Shorthair,male,2018
pet002,2024-07-08,253,17.1,3,5.0,Steven,cat,Munchkin,male,2022
pet013,2024-09-05,281,17.3,9,3.2,Adam,dog,British Shorthair,male,2018
pet019,2025-04-23,187,13.9,7,4.1,Mark,cat,Munchkin,female,2020
pet017,2025-02-06,291,16.8,7,6.1,Tracy,cat,Siamese,male,2017
pet005,2024-12-28,276,17.1,3,4.7,Michael,cat,Persian,female,2018
pet020,2024-11-18,261,14.6,8,4.7,Veronica,cat,Munchkin,male,2022
pet005,2025-05-10,212,14.5,6,3.2,Michael,cat,Persian,female,2018
pet002,2024-07-14,184,14.2,2,6.2,Steven,cat,Munchkin,male,2022
pet005,2025-05-24,263,17.5,7,4.5,Michael,cat,Persian,female,2018
pet014,2024-12-05,295,16.5,7,4.1,Kent,dog,Munchkin,female,2016
pet020,2024-12-01,198,17.4,0,3.0,Veronica,cat,Munchkin,male,2022
pet016,2024-09-23,166,17.5,0,2.6,Mark,cat,British Shorthair,male,2019
pet010,2024-10-27,225,12.5,9,4.5,Chris,dog,British Shorthair,male,2021
pet011,2024-08-13,258,15.4,10,3.0,Lisa,dog,Siamese,female,2020
pet001,2024-09-21,254,12.8,5,3.3,Charlene,dog,Siamese,female,2022
pet017,2024-08-24,155,15.6,8,2.7,Tracy,cat,Siamese,male,2017
pet019,2024-11-11,187,15.6,10,6.4,Mark,cat,Munchkin,female,2020
pet015,2025-03-05,202,17.8,1,4.0,Jose,dog,Munchkin,female,2016
pet007,2025-02-02,277,15.8,10,3.3,Nicholas,dog,Persian,female,2018
pet007,2024-12-20,211,13.9,10,4.4,Nicholas,dog,Persian,female,2018
pet015,2025-01-03,205,17.3,4,3.4,Jose,dog,Munchkin,female,2016
pet003,2025-03-10,215,14.5,2,4.6,Angelica,dog,Siamese,male,2020
pet010,2024-09-11,154,14.7,2,6.5,Chris,dog,British Shorthair,male,2021
pet020,2024-10-07,150,15.6,9,5.2,Veronica,cat,Munchkin,male,2022
pet005,2025-03-02,299,17.5,7,5.4,Michael,cat,Persian,female,2018
pet006,2024-08-12,294,14.4,4,5.1,Sandra,dog,Siamese,female,2022
pet018,2024-11-21,291,17.3,0,2.6,Amy,cat,Bengal,female,2016
pet020,2024-08-18,256,12.4,1,6.1,Veronica,cat,Munchkin,male,2022
pet015,2024-08-20,196,14.9,7,4.7,Jose,dog,Munchkin,female,2016
pet020,2024-11-25,239,17.5,0,5.5,Veronica,cat,Munchkin,male,2022
pet012,2024-10-09,215,15.4,9,6.2,Jessica,dog,Bengal,male,2019
pet015,2025-02-10,273,15.2,2,4.8,Jose,dog,Munchkin,female,2016
pet009,2024-08-16,205,16.9,3,6.5,Justin,cat,Persian,male,2015
pet014,2025-03-14,297,13.5,10,6.4,Kent,dog,Munchkin,female,2016
pet016,2025-05-22,207,14.3,9,5.6,Mark,cat,British Shorthair,male,2019
pet014,2024-12-27,229,16.5,5,4.7,Kent,dog,Munchkin,female,2016
pet003,2024-11-05,258,14.7,6,5.3,Angelica,dog,Siamese,male,2020
pet013,2025-05-24,212,15.9,4,2.9,Adam,dog,British Shorthair,male,2018
pet015,2024-07-14,275,15.9,4,2.9,Jose,dog,Munchkin,female,2016
pet003,2025-06-07,162,15.6,5,6.1,Angelica,dog,Siamese,male,2020
pet020,2024-11-04,242,13.0,0,6.3,Veronica,cat,Munchkin,male,2022
pet018,2024-07-28,219,14.3,7,5.4,Amy,cat,Bengal,female,2016
pet012,2025-02-15,297,16.8,6,5.9,Jessica,dog,Bengal,male,2019
pet013,2025-03-14,192,13.4,6,5.1,Adam,dog,British Shorthair,male,2018
pet016,2024-10-22,161,14.0,7,3.1,Mark,cat,British Shorthair,male,2019
pet013,2024-12-16,248,15.1,7,4.8,Adam,dog,British Shorthair,male,2018
pet017,2024-10-30,261,14.3,3,4.5,Tracy,cat,Siamese,male,2017
pet007,2024-10-24,255,17.7,6,6.1,Nicholas,dog,Persian,female,2018
pet012,2025-05-29,154,13.9,9,5.5,Jessica,dog,Bengal,male,2019
pet002,2024-09-12,296,13.1,9,5.8,Steven,cat,Munchkin,male,2022
pet002,2025-02-28,287,14.6,2,2.9,Steven,cat,Munchkin,male,2022
pet016,2025-06-09,215,14.3,4,6.2,Mark,cat,British Shorthair,male,2019
pet005,2024-09-01,295,16.2,9,5.3,Michael,cat,Persian,female,2018
pet012,2025-01-18,225,16.8,8,3.6,Jessica,dog,Bengal,male,2019
pet012,2024-12-10,261,13.0,2,3.1,Jessica,dog,Bengal,male,2019
pet008,2024-10-20,250,15.5,4,4.4,Jessica,cat,British Shorthair,female,2022
pet010,2025-03-28,251,13.6,2,3.7,Chris,dog,British Shorthair,male,2021
pet004,2025-04-03,232,14.4,7,4.6,Oscar,cat,Bengal,female,2019
pet005,2025-03-21,258,14.9,5,2.8,Michael,cat,Persian,female,2018
pet015,2025-04-12,248,12.1,5,5.1,Jose,dog,Munchkin,female,2016
pet007,2025-03-13,151,16.4,10,3.4,Nicholas,dog,Persian,female,2018
pet014,2025-02-20,276,15.5,7,6.1,Kent,dog,Munchkin,female,2016
pet020,2025-02-17,167,15.9,9,4.4,Veronica,cat,Munchkin,male,2022
pet017,2024-12-11,284,14.5,1,4.2,Tracy,cat,Siamese,male,2017
pet010,2024-11-11,237,16.9,2,6.4,Chris,dog,British Shorthair,male,2021
pet003,2025-05-12,266,16.7,8,5.8,Angelica,dog,Siamese,male,2020
pet005,2025-06-15,154,13.2,4,4.3,Michael,cat,Persian,female,2018
pet006,2025-02-02,174,15.7,8,3.3,Sandra,dog,Siamese,female,2022
pet017,2024-12-15,250,12.9,6,6.5,Tracy,cat,Siamese,male,2017
pet020,2024-11-23,165,15.3,7,4.0,Veronica,cat,Munchkin,male,2022
pet005,2025-02-18,208,13.6,6,4.2,Michael,cat,Persian,female,2018
pet010,2025-06-03,186,16.4,6,6.0,Chris,dog,British Shorthair,male,2021
pet007,2024-12-10,276,16.3,7,3.4,Nicholas,dog,Persian,female,2018
pet007,2025-05-18,165,16.1,3,5.3,Nicholas,dog,Persian,female,2018
pet012,2024-08-09,231,16.9,4,5.1,Jessica,dog,Bengal,male,2019
